galaxy_name,radius_kpc,velocity_km_s,velocity_error_km_s
ESO000-G43,0.5,96.8681294332112,11.590233828576576
ESO000-G43,2.0557732237002053,110.7183294494448,13.367306994082517
ESO000-G43,3.61154644740041,115.92961621551852,13.86959088606528
ESO000-G43,5.167319671100616,118.77045021967773,15.139165838395376
ESO000-G43,6.723092894800821,120.58927103229183,14.720427001868334
ESO000-G43,8.278866118501027,121.8717894790177,13.990470477465418
ESO000-G43,9.834639342201232,122.83548914925407,13.694381791513557
ESO000-G43,11.390412565901435,123.59200904588968,14.337252700471549
ESO000-G43,12.946185789601644,124.20467080905304,15.00681393416806
ESO000-G43,14.501959013301848,124.71231981731697,15.133331365508065
ESO000-G43,16.057732237002053,125.1403463202891,15.386964402941626
ESO000-G43,17.613505460702257,125.50622383519432,14.132330763860658
ESO000-G43,19.169278684402464,125.8224891875194,15.36448103802951
ESO000-G43,20.72505190810267,126.0984430348146,15.122594637522136
ESO000-G43,22.280825131802874,126.34117209882388,15.370713834612404
ESO000-G43,23.83659835550308,126.55619299001428,15.485214598215922
ESO000-G43,25.392371579203285,126.74787494522892,16.34516066157442
ESO000-G43,26.94814480290349,126.91972778563093,15.727465372071777
ESO215-G009,0.5,96.8681294332112,11.989054717530976
ESO215-G009,1.222341885853106,105.47411728837837,12.902843300602866
ESO215-G009,1.944683771706212,110.16886423206844,13.7433545864736
ESO215-G009,2.667025657559318,113.2202724985634,13.738996795680809
ESO215-G009,3.389367543412424,115.38367359052052,14.14583677409943
ESO215-G009,4.11170942926553,117.00618527541654,13.189461060943788
ESO215-G009,4.834051315118636,118.27352431488389,13.855824027254757
ESO215-G009,5.556393200971742,119.29479337672925,15.131458707002572
ESO215-G009,6.278735086824848,120.13840206543134,14.504564804287314
ESO215-G009,7.001076972677954,120.84939859570108,13.748187548574997
ESO215-G009,7.72341885853106,121.45862233767376,14.109596316549547
ESO215-G009,8.445760744384167,121.98787236094894,14.2024941463933
ESO215-G009,9.168102630237271,122.45298234571209,14.796472075846042
ESO215-G009,9.890444516090378,122.86572817630716,14.57026817735671
ESO215-G009,10.612786401943485,123.23505294536623,14.493914143318388
ESO215-G009,11.33512828779659,123.56787684347292,14.858756336562996
ESO215-G009,12.057470173649696,123.8696461457529,15.125841664292054
ESO215-G009,12.779812059502802,124.14471354744975,14.784957032375532
ESO215-G009,13.502153945355907,124.39660680107612,14.652306076300915
ESO215-G009,14.224495831209014,124.628221784872,14.75207306831726
ESO215-G009,14.94683771706212,124.84196347329166,15.154106829422489
ESO215-G009,15.669179602915223,125.03985037889694,15.000294962917408
ESO215-G009,16.391521488768333,125.22359298740965,15.406007718094166
ESO215-G009,17.113863374621438,125.39465341593726,14.464569052846546
NGC0024,0.5,96.8681294332112,12.274229449316858
NGC0024,1.7510466869242998,109.12065642652796,12.803638196473178
NGC0024,3.0020933738485995,114.30777723896806,14.45545142005724
NGC0024,4.2531400607729,117.27808196782216,14.890361027539315
NGC0024,5.504186747697199,119.22759436594856,14.79000996903488
NGC0024,6.755233434621498,120.6201607423025,14.08476744324954
NGC0024,8.0062801215458,121.67441448919112,14.29185173658715
NGC0024,9.2573268084701,122.50659522653848,14.185445496093584
NGC0024,10.508373495394398,123.1840695863886,15.203395638604256
NGC0024,11.759420182318696,123.74859419973028,15.50905418117498
NGC0024,13.010466869242997,124.2275158033214,15.134994702360364
NGC0024,14.261513556167298,124.63959122501171,15.434226914982178
NGC0024,15.512560243091595,124.99819987136952,14.565999442147264
NGC0024,16.763606930015897,125.3132080023918,15.104251726453334
NGC0024,18.0146536169402,125.59209834399816,14.374274306041668
NGC0024,19.26570030386449,125.84068130539468,14.69817775579284
NGC0024,20.5167469907888,126.06355860179308,15.545692634274758
NGC0055,0.5,96.8681294332112,12.719912215369993
NGC0055,2.6048689335813986,112.99945384370996,13.320441336157607
NGC0055,4.709737867162797,118.07533571463694,14.998535873549663
NGC0055,6.814606800744196,120.67665149703224,15.020226129681504
NGC0055,8.919475734325594,122.29932988612396,14.427980802370133
NGC0055,11.024344667906991,123.42877703289564,14.995102263224991
NGC0055,13.129213601488392,124.26925789129844,15.0555295346199
NGC0055,15.23408253506979,124.9224519339198,15.004211100624898
NGC0055,17.33895146865119,125.44556884549286,15.480513878955485
NGC0055,19.44382040223259,125.87388863171743,15.80606702733851
NGC0055,21.548689335813982,126.23070307749865,15.12672349412018
NGC0055,23.653558269395383,126.53218247338955,15.818658911325
NGC0100,0.5,96.8681294332112,11.884824983572248
NGC0100,1.3773089163591512,106.68836391943748,12.894209938261598
NGC0100,2.2546178327183024,111.62073973237716,14.210472100458418
NGC0100,3.1319267490774534,114.6879071239942,15.025346790878524
NGC0100,4.009235665436605,116.80087164734604,13.93088385338138
NGC0100,4.886544581795756,118.35502746211344,14.173305022427645
NGC0100,5.763853498154907,119.5529494625192,14.717599446567174
NGC0100,6.641162414514058,120.50952461109146,16.144469130145634
NGC0100,7.51847133087321,121.29471181621643,14.671552942125606
NGC0100,8.395780247232361,121.95347359679236,15.181663793128632
NGC0100,9.273089163591512,122.51598523329652,15.523835942683547
NGC0100,10.150398079950664,123.00324252445807,14.97235831814682
NGC0100,11.027706996309814,123.43031401949747,15.306147673392266
NGC0100,11.905015912668963,123.80831152108424,15.184750422275828
NGC0100,12.782324829028116,124.1456281183377,15.43081920824771
NGC0100,13.659633745387268,124.44874040295188,14.427672862052344
NGC0100,14.53694266174642,124.7227424312946,15.074415714130126
NGC0100,15.41425157810557,124.97170970471988,15.237779834686052
NGC0247,0.5,96.8681294332112,11.579718636927256
NGC0247,2.060014423852276,110.73862632015134,14.15291806876517
NGC0247,3.620028847704551,115.9495542146494,14.49078676844641
NGC0247,5.180043271556826,118.78849893777227,14.690909802303306
NGC0247,6.740057695409102,120.60560294752624,14.874733049384766
NGC0247,8.300072119261378,121.886734012194,14.682550014795943
NGC0247,9.860086543113653,122.84931041925935,14.33630385618302
NGC0247,11.42010096696593,123.60489425701736,14.8983917047986
NGC0247,12.980115390818204,124.21675110254624,14.583094254498569
NGC0247,14.54012981467048,124.72368999686157,15.459928866395032
NGC0247,16.100144238522756,125.15107854046424,14.941579163295351
NGC0247,17.660158662375032,125.51637615858482,14.638889017462226
NGC0247,19.220173086227305,125.832110655248,14.922518144698303
NGC0247,20.780187510079585,126.10757657180012,15.317223384317826
NGC0247,22.34020193393186,126.34985614489386,14.8531233380874
NGC0247,23.90021635778413,126.5644624131003,14.745336043526814
NGC0247,25.460230781636408,126.75576156724642,15.2974197624706
NGC0247,27.020245205488685,126.92726070958666,15.315209356513028
NGC0247,28.58025962934096,127.08181026296673,14.954709438611106
NGC0289,0.5,96.8681294332112,11.749032049305145
NGC0289,1.334953616269019,106.370491159612,13.019624949166545
NGC0289,2.169907232538038,111.24820510299467,13.131205906463006
NGC0289,3.0048608488070574,114.31610204975648,13.68602844060092
NGC0289,3.839814465076077,116.44491979942131,13.53993078516164
NGC0289,4.674768081345095,118.01822831919158,15.096394898020437
NGC0289,5.509721697614115,119.23476296365943,14.045023251110146
NGC0289,6.344675313883133,120.20825905733264,14.083286494299209
NGC0289,7.179628930152153,121.00849097664504,13.93804395991321
NGC0289,8.014582546421172,121.68057487520112,14.282454756729257
NGC0289,8.84953616269019,122.25493497782249,14.47804678399961
NGC0289,9.68448977895921,122.75281778559284,14.750542002167686
NGC0289,10.51944339522823,123.18951144097664,14.496290039498922
NGC0289,11.354397011497248,123.57630833772414,14.057325329258598
NGC0289,12.189350627766268,123.92174515838435,14.13488709393032
NGC0289,13.024304244035289,124.2324104923455,15.263070883816258
NGC0289,13.859257860304306,124.51348482274295,14.88995410769554
NGC0289,14.694211476573324,124.769110040691,15.301357624695877
NGC0289,15.529165092842344,125.0026476272532,15.39040234493532
NGC0289,16.364118709111363,125.21686250668849,15.097226231745212
NGC0289,17.19907232538038,125.4140562872128,14.425540244966363
NGC0300,0.5,96.8681294332112,12.962444370687608
NGC0300,2.942428494977014,114.12584552792312,13.997571004245968
NGC0300,5.384856989954028,119.0704356579845,14.98366615901268
NGC0300,7.827285484931043,121.53922128950605,15.167212052226644
NGC0300,10.269713979908056,123.06457968598347,14.889502034852423
NGC0300,12.71214247488507,124.1199782340024,14.401806199769164
NGC0300,15.154570969862084,124.90041611553548,14.855494392589076
NGC0300,17.596999464839097,125.50262130993563,15.794784717935803
NGC0300,20.039427959816116,125.98130307306272,15.53704289154633
NGC0300,22.481856454793128,126.37041270769416,14.920216107383494
NGC0300,24.92428494977014,126.6924347628039,14.998089156968192
NGC0300,27.366713444747155,126.96295977575548,14.330859425692765
NGC0300,29.809141939724167,127.19316584148434,15.94148598013934
NGC0801,0.5,96.8681294332112,12.2122342278892
NGC0801,2.122263900249048,111.03106717461011,13.358786674766971
NGC0801,3.744527800498096,116.23505256765787,13.050576876840818
NGC0801,5.366791700747145,119.04619989772762,14.66109061516851
NGC0801,6.989055600996193,120.83846974935948,13.974602154292658
NGC0801,8.61131950124524,122.09965922429512,14.129803409794858
NGC0801,10.23358340149429,123.04612090546694,14.783799073403232
NGC0801,11.855847301743337,123.78827109115952,14.428769280078996
NGC0801,13.478111201992386,124.38856349468811,15.000109098638571
NGC0801,15.100375102241436,124.88529011155777,15.975259456957057
NGC0801,16.72263900249048,125.30350016193334,14.840821193102174
NGC0801,18.34490290273953,125.66045626601436,14.536256053493112
NGC0801,19.96716680298858,125.9685601326374,15.187609502077397
NGC0801,21.58943070323763,126.2370200377693,14.736086106943088
NGC0801,23.211694603486677,126.4728539963136,15.159161140630234
NGC0891,0.5,96.8681294332112,12.562506505007017
NGC0891,1.4106229360702995,106.9315384698292,12.358451206422234
NGC0891,2.321245872140599,111.90223460385876,13.961903556575846
NGC0891,3.231868808210898,114.96671812738695,13.665359933265773
NGC0891,4.142491744281198,117.06646919892972,14.491946254189552
NGC0891,5.053114680351497,118.60550982361173,13.978921404089917
NGC0891,5.963737616421796,119.78907573275788,13.57646652294353
NGC0891,6.874360552492096,120.73276823059072,13.75950560411749
NGC0891,7.784983488562395,121.50659051937114,14.674701525267809
NGC0891,8.695606424632695,122.15533325192888,14.845394576053629
NGC0891,9.606229360702994,122.7089524643542,14.318736933883216
NGC0891,10.516852296773294,123.18823846578655,15.138120075967343
NGC0891,11.427475232843593,123.60808682313258,14.03004865117878
NGC0891,12.338098168913891,123.979470995272,14.864907200203543
NGC0891,13.248721104984192,124.31067646293056,14.325559546411828
NGC0891,14.159344041054492,124.60809740040936,14.634891686139856
NGC0891,15.06996697712479,124.87676521487536,15.011375857145744
NGC0891,15.98058991319509,125.12070785144272,14.581864102502298
NGC0891,16.89121284926539,125.34319951364762,14.84204217924985
NGC0891,17.80183578533569,125.54693778966566,15.557840183573786
NGC0891,18.712458721405987,125.73417168817348,14.784971234055776
NGC0891,19.623081657476288,125.90679584477698,15.50852564051027
NGC0891,20.533704593546588,126.06642100254284,14.541788672925476
NGC1003,0.5,96.8681294332112,12.426603405537666
NGC1003,1.810640456435421,109.45646900053995,14.237162297032263
NGC1003,3.121280912870842,114.6575189902358,14.450790787980443
NGC1003,4.431921369306263,117.60410692172752,14.620797216743044
NGC1003,5.742561825741684,119.52708702937146,14.276646342785307
